title,url,description,genres
Queen Sugar,https://www.metacritic.com/tv/join-or-die-with-craig-ferguson/,"Craig Ferguson debates the latest topics with a panel of celebrities, comedians, and experts including Judd Apatow, Jason Biggs, Jack Black, Julie Bowen, Courtney Cox, Jimmy Kimmel, Lisa Kudrow, Jay Leno, Joel McHale, and Elijah Wood.","['Comedy', 'Talk-Show', '', '', 'Comedy', 'Talk-Show']"
StartUp,https://www.metacritic.com/tv/great-minds-with-dan-harmon/,"Dan Harmon's comedy series finds him talking to historic figures played by comedians such as Jason Sudeikis as Thomas Edison, Kristen Schaal as Amelia Earhart and Jack Black as Ludwig van Beethoven.","['Comedy', '', 'Comedy']"
Atlanta,https://www.metacritic.com/tv/112263/,High school history teacher Jake Epping (James Franco) travels back in time to stop the assassination of JFK in the adaptation of the Stephen King novel produced by J.J. Abrams.,"['Drama', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller', '', '', '', '', '', 'Drama', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']"
Mary and Jane,https://www.metacritic.com/tv/vinyl/,"Set in 1970s New York City, record label president Richie Finestra (Bobby Cannavale) tries to save his company and find the next big artist in this series from Martin Scorsese, Mick Jagger and Terence Winter.","['Drama', 'Music', '', '', 'Drama', 'Music']"
Harley and the Davidsons,https://www.metacritic.com/tv/better-late-than-never/,"Terry Bradshaw, Jeff Dye, George Foreman, William Shatner, and Henry Winkler travel across Asia without assistants in this remake of the South Korean series ""Grandpa Over Flowers.""","['Documentary', 'Comedy', '', '', 'Documentary', 'Comedy']"
Tracks,https://www.metacritic.com/tv/not-safe-with-nikki-glaser/,"The weekly series with the comedian features taped segments, interviews fellow comics, and experiments on topics she often used in her stand-up routines.","['Comedy', 'Reality-TV', 'Talk-Show', '', '', '', 'Comedy', 'Reality-TV', 'Talk-Show']"
Gomorrah (2016),https://www.metacritic.com/tv/full-frontal-with-samantha-bee/,The former Daily Show correspondent hosts her own late-night talk show on TBS.,"['Comedy', 'News', 'Talk-Show', '', '', '', 'Comedy', 'News', 'Talk-Show']"
Tyler Perry's Too Close to Home,https://www.metacritic.com/tv/letterkenny/,The Canadian comedy about a group of friends that include siblings Wayne (Jared Keeso) and Katy (Michelle Mylett) who run a produce stand with their friends Daryl (Nathan Dales) and Squirrelly Dan (K. Trevor Wilson) in the small Ontario town of Letterkenny.,"['Comedy', '', 'Comedy']"
I Love Dick,https://www.metacritic.com/tv/animals/,The animated comedy about creatures such as pigeons and rats living in New York City was created by Phil Matarese and Mike Luciano.,"['Animation', 'Comedy', '', '', 'Animation', 'Comedy']"
Jean-Claude Van Johnson,https://www.metacritic.com/tv/madoff/,"Ahead of the HBO movie with Robert De Niro, ABC's miniseries explores the rise and fall of Bernie Maddoff (Richard Dreyfuss), the man behind the $65 billion Ponzi scheme.","['Biography', 'Crime', 'Drama', 'History', '', '', '', '', 'Biography', 'Crime', 'Drama', 'History']"
Elvis Lives!,https://www.metacritic.com/tv/those-who-cant/,"Grawlix stand-up comics Adam Cayton-Holland, Andrew Orvedahl and Ben Roy are teachers at Denver's James Buchanan High School in the comedy that was originally a pilot for Amazon before the series was picked up by TruTv.","['Comedy', '', 'Comedy']"
The Tick (2017),https://www.metacritic.com/tv/grease-live/,The live adaptation of the musical where Sandy (Julianne Hough) transfers to the high school of Danny's (Aaron Tveit).,"['Comedy', 'Musical', 'Romance', '', '', '', 'Comedy', 'Musical', 'Romance']"
The Last Tycoon,https://www.metacritic.com/tv/horace-and-pete/,Louis C.K. drops a surprise dramedy show on his website.,"['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
Adventures in Babysitting,https://www.metacritic.com/tv/you-me-and-the-apocalypse/,"After the announcement of a comet hitting Earth, British bank manager Jamie Winton (Mathew Baynton) seeks his missing wife and biological mother, Rhonda MacNeil (Jenna Fischer) meets a white supremacist named Leanne (Megan Mullally) in jail, Rhonda's brother, Scotty (Kyle Soller), and his boyfriend, U.S. General Arnold Gaines (Paterson J...","['Comedy', 'Drama', 'Sci-Fi', 'Thriller', '', '', '', '', 'Comedy', 'Drama', 'Sci-Fi', 'Thriller']"
Uncle Buck (2016),https://www.metacritic.com/tv/outsiders/,"The Farrell Clan of Shay Mountain that includes Big Foster (David Morse), his son Lil Foster (Ryan Hurst) face a power struggle with Lady Ray (Phyllis Somerville) and a coal company who wants to mine the mountain.","['Crime', 'Drama', '', '', 'Crime', 'Drama']"
Wrecked (2016),https://www.metacritic.com/tv/recovery-road/,"Based on the novel by Blake Nelson, high school junior Maddie Graham reluctantly becomes a patient at the Springtime Meadows rehab facility or risk expulsion from school.","['Drama', '', 'Drama']"
To Tell the Truth,https://www.metacritic.com/tv/lucifer/,A bored Lucifer (Tom Ellis) settles in Los Angeles and helps the LAPD.,"['Crime', 'Drama', 'Fantasy', '', '', '', 'Crime', 'Drama', 'Fantasy']"
Animal Kingdom,https://www.metacritic.com/tv/chelsea-does/,"Before her talk show for Netflix premieres, Chelsea Handler returns with a four-part documentary series where she covers such topics as drugs, marriage, racism and Silicon Valley.","['Documentary', '', 'Documentary']"
Guilt,https://www.metacritic.com/tv/dark-net/,"The documentary series narrated by Lauren Terp explores the more hidden and darker parts of the Internet and technology including 3-D printing of weapons, cults, hackers, and pornography.","['Documentary', '', 'Documentary']"
BrainDead,https://www.metacritic.com/tv/baskets/,Chip Baskets (Zach Galifianakis) dreams of being a French clown but real life interferes with his plans.,"['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
The Night Stalker,https://www.metacritic.com/tv/dcs-legends-of-tomorrow/,"Rip Hunter's (Arthur Darvill) mission is to form a team that includes Ray Palmer/the Atom (Brandon Routh), Dr. Martin Stein (Victor Garber) and Leonard Snart/Captain Cold (Wentworth Miller) to help save the world and it's future.","['Action', 'Adventure', 'Drama', 'Sci-Fi', '', '', '', '', 'Action', 'Adventure', 'Drama', 'Sci-Fi']"
Ride with Norman Reedus,https://www.metacritic.com/tv/war-peace/,Countess Natasha Rostova (Lily James) becomes engaged to Prince Andrei Bolkonsky (James Norton) but eventually falls in love with Pierre Bezukhov (Paul Dano) in this adaptation of Leo Tolstoy's epic novel by Andrew Davies.,"['Drama', 'History', 'Romance', 'War', '', '', '', '', 'Drama', 'History', 'Romance', 'War']"
The American West,https://www.metacritic.com/tv/angie-tribeca/,"The cop comedy from from Steve Carell and his wife Nancy focuses on the Los Angeles Police Department's Really Heinous Crimes Unit that includes Angie Tribeca (Rashida Jones), her new partner J. Geils (Hayes MacArthur), and their Captain (Jere Burns).","['Action', 'Comedy', 'Crime', 'Mystery', '', '', '', '', 'Action', 'Comedy', 'Crime', 'Mystery']"
Voltron: Legendary Defender,https://www.metacritic.com/tv/mercy-street/,"Produced by Ridley Scott, the drama follows the lives of two Civil War nurses: Mary Phinney (Mary Elizabeth Winstead), a New England widow working and Emma Green (Hannah James), a young southern belle, whose family's luxury Alexandria hotel has been turned into a Union Army hospital they both volunteer at.","['Drama', 'History', '', '', 'Drama', 'History']"
Cleverman,https://www.metacritic.com/tv/the-real-housewives-of-potomac/,"The latest Real Housewives franchise moves to Potomac, Maryland, to follow the lives of Gizelle Bryant, Ashley Darby, Robyn Dixon, Karen Huger, Charrisse Jackson-Jordan, and Katie Rost.","['Reality-TV', '', 'Reality-TV']"
Roadies,https://www.metacritic.com/tv/the-circus-inside-the-greatest-political-show-on-earth/,The political documentary series featuring Bloomberg Politics managing editors Mark Halperin and John Heilemann and campaign strategist Mark McKinnon takes a look behind-the-scenes of the 2016 presidential race.,"['Documentary', '', 'Documentary']"
Maya & Marty,https://www.metacritic.com/tv/colony/,"In a future occupied Los Angeles, former FBI agent Will Bowman (Josh Holloway) and his wife (Sarah Wayne Callies) are given an opportunity to be reunited with one of their sons if they cooperate with the occupying authorities.","['Action', 'Adventure', 'Drama', 'Sci-Fi', '', '', '', '', 'Action', 'Adventure', 'Drama', 'Sci-Fi']"
Roots (2016),https://www.metacritic.com/tv/second-chance/,"The Lookinglass Project founded by Otto Goodwin (Adhir Kalyan) and his twin sister, Mary (Dilshad Vadsaria) bring back to life Jimmy Pritchard (Robert Kazinsky), a LA County sheriff murdered by corrupt police in this drama originally called The Frankenstein Code (also Frankenstein and Lookinglass) was inspired by Mary Shelley's Frankens...","['Drama', 'Sci-Fi', '', '', 'Drama', 'Sci-Fi']"
The Dresser (2016),https://www.metacritic.com/tv/teachers-2016/,"Based on a web series created by the Katydids, the comedy series follows the lives of six elementary school teachers (Caitlin Barlow, Katy Colloton, Cate Freedman, Kate Lambert, Katie O'Brien and Kathryn Renée Thomas).","['Comedy', '', 'Comedy']"
Outcast,https://www.metacritic.com/tv/shadowhunters/,"The television adaptation of Cassandra Clare's The Mortal Instruments series follows Clary Fray (Katherine McNamara) after she discovers she is a Shadowhunter, an human-angel hybrid who hunt demons. When her mother is kidnapped, Clary and her best friend Simon (Alberto Rosende) meet Shadowhunter Jace (Dominic Sherwood) and embark into th...","['Action', 'Drama', 'Fantasy', 'Romance', '', '', '', '', 'Action', 'Drama', 'Fantasy', 'Romance']"
Preacher,https://www.metacritic.com/tv/angel-from-hell/,Outspoken Amy (Jane Lynch) declares she is Allison's (Maggie Lawson) guardian angel in this comedy from Tad Quill and Don Scardino.,"['Comedy', 'Fantasy', '', '', 'Comedy', 'Fantasy']"
All The Way (2016),https://www.metacritic.com/tv/shades-of-blue/,Single mother and Brooklyn police detective Harlee Santos (Jennifer Lopez) finds herself working as an informant against her own unit for the FBI's anti-corruption task force after being caught doing something illegal.,"['Action', 'Crime', 'Drama', 'Thriller', '', '', '', '', 'Action', 'Crime', 'Drama', 'Thriller']"
Lady Dynamite,https://www.metacritic.com/tv/killing-fields/,"Retired Louisiana detective Rodie Sanchez re-opens the 1987 case of the body of LSU graduate student Eugenie Boisfontaine with Aubrey St. Angelo, the son of the detective he worked with.","['Crime', '', 'Crime']"
O.J.: Made in America,https://www.metacritic.com/tv/the-shannara-chronicles/,"The adaptation of the fantasy book series by Terry Brooks set thousands of year in the future where follows Elvin Princess Amberle (Poppy Drayton); Eretria (Ivana Baquero), a Human Rover; and Wil(Austin Butler), a Half-Elf, Half-Human, seek to stop a Demon army from destroying the world.","['Adventure', 'Drama', 'Fantasy', '', '', '', 'Adventure', 'Drama', 'Fantasy']"
Julian Fellowes Presents Doctor Thorne,https://www.metacritic.com/tv/cooper-barretts-guide-to-surviving-life/,"The comedy created by Jay Lacopo follows the misadventures of 26-year-old Cooper Barrett (Jack Cutmore-Scott), his married brother (Justin Bartha), and his two roommates (James Earl and Charlie Saxton), as they struggle with dating and work life.","['Comedy', '', 'Comedy']"
Genius by Stephen Hawking,https://www.metacritic.com/tv/bordertown-2016/,The animated comedy from Mark Hentemann and Seth MacFarlane focuses on two families living near the US/Mexico border.,"['Animation', 'Comedy', '', '', 'Animation', 'Comedy']"
Coupled,https://www.metacritic.com/tv/the-rap-game/,"Jermaine Dupri mentors five young hip hop artists, ages 12 to 16-years-old in this reality series executive produced by Queen Latifah and Shakim Compere.","['Reality-TV', '', 'Reality-TV']"
Chelsea,https://www.metacritic.com/tv/billions/,"Hedge fund king Bobby ‘Axe’ Axelrod (Damian Lewis) comes under investigation by U.S. Attorney Chuck Rhoades (Paul Giamatti). It’s a high stakes war set in the fast-paced, ego-driven world of high finance where both men are forced to answer the question: What is power worth?","['Drama', '', 'Drama']"
Marseille,https://www.metacritic.com/tv/still-the-king/,"Billy Ray Cyrus is Burnin' Vernon, a one-hit-wonder who is sent to a church as a handyman as part of his parole. He fools everyone into thinking he is the new minister and discovers he has a 15-year-old daughter (Madison Iseman).","['Comedy', '', 'Comedy']"
Flowers (2016),https://www.metacritic.com/tv/black-and-white-2016/,The comedic talk show hosted by Christian Finnegan and Sherrod Small cover race in America through sketches and discussions with celebrity guests.,[]
Rebellion,https://www.metacritic.com/tv/of-kings-and-prophets/,"The historical epic focuses on King Saul (Ray Winstone) and the young shepherd David (Oliver Rix), who will take over.","['Drama', '', 'Drama']"
Time Traveling Bong,https://www.metacritic.com/tv/graves/,Former President Richard Graves (Nick Nolte) seeks to overturn many of his administration's accomplishments just as his wife Margaret (Sela Ward) decides she wants to run for office.,"['Comedy', '', 'Comedy']"
The Night Manager,https://www.metacritic.com/tv/legends-of-chamberlain-heights/,"Jamal, Grover, and Milk are friends who are benchwarmers on their high school basketball team with big dreams in this animated comedy.","['Animation', 'Comedy', '', '', 'Animation', 'Comedy']"
Containment,https://www.metacritic.com/tv/and-then-there-were-none-2016/,"Originally aired on the BBC in Dec 2015, the adaptation of Agatha Christie's novel of the same name, begins with eight people invited to a small island off the coast of Devon and at dinner hear a message that accuses them all of murder. One by one, the guests and the two servants of the house are killed.","['Crime', 'Drama', 'Mystery', 'Thriller', '', '', '', '', 'Crime', 'Drama', 'Mystery', 'Thriller']"
